,epithelial cell,T cell,plasma cell,B cell,mesenchymal cell,endothelial cell,myeloid cell
STT3A,0.047738086,0.059859954,0.1985832,0.052015617,0.11357391,0.09411633,0.09090908
BHLHE41,0.008236436,0.0011293055,0.054364104,0.1408269,0.010016694,0.0,0.0
MTERF4,0.007987266,0.026043082,0.015195372,0.03901171,0.12522481,0.12634407,0.015151516
CAPRIN1,0.0865189,0.1463013,0.099577524,0.13394015,0.21118546,0.160215,0.22525255
ITGA1,0.0088366885,0.13015872,0.0043508573,0.0013144426,0.049178194,0.099552035,0.01010101
C12orf43,0.14138211,0.0016939582,0.003617945,0.0039011703,0.001669449,0.005376344,0.005050505
IGLV6-57,0.0034606857,0.0039525693,0.14339788,0.01820546,0.0050083473,0.008064516,0.0
SCARB2,0.045215815,0.011857704,0.05717217,0.0156046795,0.16560812,0.08602149,0.06565657
PGRMC1,0.054047465,0.010728399,0.02460203,0.00910273,0.14524214,0.091397844,0.01010101
GAS7,0.0013842747,0.0011293055,0.002170767,0.0013003901,0.14023378,0.002688172,0.04040404
DEGS2,0.025193824,0.16489618,0.020260494,0.09102728,0.023372289,0.075268805,0.055555556
ZNF483,0.15448663,0.023855206,0.0018624522,0.011762849,0.056835204,0.041726876,0.020259913
IGSF10,0.0026301215,0.0,0.00080332166,0.0,0.13856429,0.005376344,0.0
ATP6V1B2,0.012666105,0.027667992,0.015195372,0.020806242,0.09181971,0.04032258,0.15151516
NTS,0.009104365,0.0,0.003617945,0.0026007802,0.003338898,0.1397849,0.0
SYNPO,0.01564229,0.0005646527,0.0050651226,0.0039011703,0.006677796,0.14247307,0.005050505
EREG,0.0097244205,0.0005646527,0.001447178,0.0,0.0,0.002688172,0.1388889
CRYZ,0.17412591,0.12930526,0.1749348,0.20026013,0.2320536,0.27419338,0.13636363
TULP3,0.012873745,0.013551662,0.01591896,0.0052015604,0.14859603,0.05913979,0.015151516
LTBP2,0.004706533,0.0016939582,0.000723589,0.0,0.14023376,0.01344086,0.005050505
TTC38,0.1425508,0.004517222,0.0072358903,0.0026007802,0.010016694,0.008064516,0.005050505
PIK3C2A,0.024547122,0.025612703,0.04126332,0.027308196,0.061769597,0.16707882,0.03030303
CCNL1,0.13518855,0.14839755,0.17411175,0.12093619,0.26210368,0.17204294,0.1060606
PEX14,0.083299614,0.106154576,0.038350224,0.14174247,0.13355598,0.19354834,0.070707075
KMT2C,0.09475322,0.15980768,0.18441187,0.17678803,0.14865115,0.088750154,0.23540947
TMED8,0.02000277,0.029361952,0.02516928,0.15864764,0.01669449,0.016129032,0.035353534
RBM47,0.09293829,0.0016939582,0.028232243,0.0093486,0.001669449,0.0,0.12633942
RUNX2,0.0029986768,0.025306106,0.14688835,0.029908976,0.0050083473,0.0,0.03030303
MT1M,0.009479967,0.0011293055,0.002894356,0.0,0.14049704,0.01346847,0.005050505
C12orf60,0.0007613511,0.0016939582,0.0003083618,0.0039011703,0.13856432,0.044095356,0.005050505
C5,0.0060961973,0.092420876,0.0332851,0.15191312,0.028413111,0.018817205,0.06570072
HIPK2,0.020625694,0.029926606,0.15267695,0.044213273,0.04730105,0.05376344,0.12878537
PRRC2C,0.101336196,0.25492027,0.18345734,0.23877059,0.18030064,0.22580633,0.1818182
CBLC,0.13697335,0.0011293055,0.011577425,0.0,0.0,0.0,0.0
CHKA,0.08568806,0.01863354,0.039073814,0.01690507,0.04507512,0.018817203,0.15656567
TMOD1,0.06540709,0.00798236,0.015195372,0.010403121,0.06510851,0.15322576,0.045454547
SND1,0.044192523,0.09944439,0.18959624,0.10143039,0.08180301,0.03225806,0.085858576
IGKV1-8,0.005224641,0.006853716,0.1423306,0.014742617,0.004396939,0.0056003584,0.011466022
IL10RA,0.0018687708,0.09802359,0.07380605,0.1094604,0.0050083473,0.005376344,0.1060606
CXCR5,0.097798534,0.045313407,0.005788712,0.13957517,0.07345576,0.12096771,0.02020202
IGKV6D-21,0.002335096,0.0025409372,0.13705204,0.011074454,0.0,0.001344086,0.0025252525
RERE,0.04624103,0.052953128,0.026353866,0.06501952,0.17696172,0.09946235,0.05050505
C1RL-AS1,0.044021793,0.015810272,0.010130247,0.013784134,0.14691156,0.09408602,0.050505053
TSC2,0.11598115,0.027103335,0.024602031,0.015133927,0.12422178,0.12637705,0.055740427
PCM1,0.05477545,0.14702442,0.09898216,0.15512364,0.14646642,0.18682791,0.06060607
SMU1,0.21881212,0.08385089,0.06078149,0.107341014,0.11187463,0.09006184,0.10858586
HEXIM1,0.20443818,0.10973072,0.13242175,0.08322495,0.114190355,0.095622115,0.20707072
CCR10,0.0051218164,0.034443833,0.15508124,0.029908976,0.05342236,0.012096775,0.035353534
GPSM3,0.0042912504,0.12666726,0.033465996,0.11248368,0.0050083473,0.022401433,0.07070707
PITPNB,0.0285853,0.036363654,0.06874095,0.03901171,0.11185313,0.16397846,0.04040404
NEDD4L,0.14603737,0.0024137862,0.04236057,0.026758185,0.013408985,0.008760461,0.010872921
ANGPT2,0.04316606,0.0073404843,0.02532562,0.017467896,0.0050083473,0.1505376,0.04040404
SLA2,0.14337443,0.09203997,0.024602031,0.016654285,0.01836394,0.021505374,0.015151516
NDUFAF6,0.026704477,0.036137793,0.14098634,0.09817943,0.020353291,0.018817203,0.005050505
TLL1,0.0033222584,0.0,0.0,0.0,0.0,0.13440858,0.0047911243
IRF8,0.009274638,0.022028869,0.004341534,0.14096223,0.0,0.01344086,0.055555556
C6orf47-AS1,0.18445672,0.11914152,0.07018811,0.09362806,0.1602672,0.13440856,0.21212125
SEMA4D,0.023428056,0.15246569,0.051658966,0.08127435,0.0050083473,0.018817203,0.060606062
WASL,0.09105069,0.016374927,0.028403008,0.00910273,0.14190324,0.08064516,0.02020202
CTNNA1,0.07232973,0.011293053,0.028943567,0.024707414,0.10100171,0.14784941,0.03030303
RUBCNL,0.023740869,0.0059853187,0.0035918665,0.13959867,0.0038953812,0.0,0.040404044
MEG3,0.0018753841,0.0005646527,0.0018813313,0.0,0.13476506,0.031147256,0.0
TSPAN31,0.16146454,0.019762846,0.054993954,0.027308196,0.11018366,0.09946235,0.07134856
RBM39,0.15055704,0.23269169,0.24752155,0.26677302,0.2228716,0.20564505,0.13160996
CCDC7,0.15053959,0.077926084,0.06808534,0.08912237,0.15292163,0.16496389,0.19706477
DNM2,0.20403543,0.05780702,0.0802829,0.07882301,0.06677795,0.07830398,0.09738617
RPL36,0.07926409,0.13532794,0.08743357,0.21218826,0.06677796,0.102150515,0.090909086
SLC25A32,0.021278746,0.08016126,0.06534431,0.09188971,0.111509375,0.17575765,0.047979802
TRAF3IP3,0.04534498,0.12005168,0.016281,0.10728212,0.0,0.005376344,0.015151516
CDHR5,0.13990879,0.007905137,0.022105623,0.0,0.0116861425,0.002688172,0.015151516
MAPK10,0.01528646,0.019908523,0.006683925,0.059736174,0.14858106,0.018817203,0.030354133
HSPD1,0.14245933,0.16369441,0.21210983,0.20835945,0.11101841,0.07414291,0.14850655
EXOSC8,0.18821284,0.05950328,0.069534354,0.06189859,0.05344197,0.09415461,0.13166408
DKK3,0.15807427,0.0671937,0.036179457,0.065019526,0.105175324,0.16935477,0.08585859
PDLIM1,0.05077956,0.014116314,0.023878442,0.046814054,0.08445354,0.1505376,0.01010101
SPOCK1,0.00013842747,0.0,0.0,0.0,0.13191657,0.005376344,0.0
PRKCH,0.12845865,0.09240327,0.009406658,0.006294054,0.003338898,0.056046035,0.015151516
ZBTB16,0.013719346,0.03238831,0.006532248,0.0156046795,0.150807,0.043010756,0.05050505
ARL8B,0.046373297,0.07171091,0.08755781,0.071928956,0.19834681,0.09005374,0.118686855
SF3A1,0.048449717,0.19683743,0.07959473,0.14304288,0.096828066,0.15053758,0.1262626
SETX,0.04549659,0.14432499,0.07959474,0.19635898,0.11853092,0.086021505,0.13131313
BCL2L12,0.20701872,0.24189651,0.14182317,0.27899596,0.15692832,0.16935477,0.22222228
OGN,0.012624214,0.002258611,0.002894356,0.0026007802,0.1377296,0.008064516,0.02020202
TMED5,0.14311987,0.16038246,0.20600824,0.15799741,0.28046742,0.15063809,0.15151516
PTK2B,0.014258082,0.076510414,0.10275741,0.117685236,0.003338898,0.005376344,0.090909086
TLR2,0.00041528238,0.002258611,0.000723589,0.0,0.0,0.0,0.13131313
ZNF511,0.06953789,0.023150768,0.016703004,0.029328745,0.030606572,0.021505374,0.1540404
CAV1,0.0016611296,0.0005646527,0.004341534,0.0013003901,0.03672788,0.13443208,0.005050505
GCNT3,0.13318384,0.0025974025,0.012450268,0.001534208,0.001669449,0.0,0.00023954868
BACH2,0.0029069763,0.059853237,0.0072358903,0.14076723,0.013355591,0.01344086,0.025252525
CARM1,0.15203986,0.0068001095,0.040520992,0.0052015604,0.04841402,0.056451622,0.06565657
CELF2,0.009966775,0.08352094,0.03183792,0.07932379,0.098831415,0.018817203,0.14646466
PKM,0.08895944,0.14214274,0.09094043,0.15942784,0.12186982,0.06989247,0.21212122
LIMD2,0.004235546,0.10452716,0.02693329,0.13246813,0.012424933,0.03260708,0.0753489
CPAMD8,0.0008523181,3.320324e-05,0.005829351,0.0013003901,0.001669449,0.13172042,0.0
ITGAV,0.026565777,0.018105417,0.013024604,0.019505851,0.11694107,0.12913576,0.055671744
ARHGAP17,0.05702226,0.0738485,0.023871688,0.11978605,0.08536252,0.1747311,0.060606066
